appid,title,contents,date,tags
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (08/04~08/10),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1755068452,
578080,PUBG x Bugatti,{STEAM_CLAN_IMAGE}/27971017/a47191bb8b262603dcae7d7c20f73d11c0c238f0.jpg Read the full announcement here!,1755064849,
578080,Console Service Update: Moving to Current-Gen and Ending Legacy Support,{STEAM_CLAN_IMAGE}/27971017/e2229e91674932dd9c0e7f48aea19fa10edce248.png Read the full announcement here!,1755064849,
578080,Special Drops - August 2025,{STEAM_CLAN_IMAGE}/27971017/0c87bd89c89bba17921558532295db7f7d5c870d.png Read the full announcement here!,1755061245,
578080,August Store Update 2025,{STEAM_CLAN_IMAGE}/27971017/a05e0b0ef11cc6fdcc37b7f3617d9cf69fac8753.png Read the full announcement here!,1754982010,
578080,Map Service Report - Update 37.1,{STEAM_CLAN_IMAGE}/27971017/1bdf34e2b9702cb2ceb310b9a13dbe3f405b0a36.png Read the full announcement here!,1754978408,
578080,Patch Notes - Update 37.1,{STEAM_CLAN_IMAGE}/27971017/968d217dbfd2a930911eeedab023920da56a148a.jpg Read the full announcement here!,1754978407,
578080,UGC Alpha Special Edition Community Livestream,"Join Community Managers Kruskay and TecK with special guests Lumi & bLYYY for an action-packed UGC Alpha (User Generated Content) creative celebration, this Wednesday (the 13th of august) featuring: Custom UGC Alpha game modes (Gun Game, Parkour, Racing & more!)G-Coin giveawaysEpic moments with our special guests and a chance to take part in our community games!Have your own creation and want to see it featured on stream? Submit it in our official Discord channel before Wednesday the 15th for consideration! 📅 Date & Time: August 13th 17:30 UTC.📺 Watch live: ",1754924742,
578080,Tune Into the Next Global Showdown: Esports World Cup 2025!,{STEAM_CLAN_IMAGE}/27971017/35e9365e464dc5482a7f7d049db7033c28b45e24.png Read the full announcement here!,1754896206,
578080,Dev Letter: Introducing a New Anti-Cheat Solution,{STEAM_CLAN_IMAGE}/27971017/03fd9e620350b1da35d349e68f2231889ba66bae.png Read the full announcement here!,1754895659,
578080,Dev Letter: DMR Rebalance,{STEAM_CLAN_IMAGE}/27971017/8fce342ddc852e3a941c1e6bf7811742638f719e.png Read the full announcement here!,1754636423,
578080,"PUBG bans 22,000 players in a week, including 6,000 who killed their teammates","Cheaters are the scourge of any multiplayer game. Whether you're teaming up with your paints or launching a solo mission against the world, coming across a cheater will put a stop to your fun like a wallhacking bullet to your skull. Even worse is team killing, where your teammates get mad for no discernible reason and throw your entire match by killing you or another teammate. Thankfully, <strong>PUBG Battlegrounds</strong> is taking swift and decisive action against cheaters, team killers, and more online degenerates, banning over 22,000 accounts last week alone. <a href=""https://www.pcgamesn.com/playerunknowns-battlegrounds/pubg-bans-2025"">Read the rest of the story...</a> RELATED LINKS: <a href=""https://www.pcgamesn.com/best-mobile-games-on-pc"">Best mobile games on PC 2025</a> <a href=""https://www.pcgamesn.com/playerunknowns-battlegrounds/system-requirements"">PUBG system requirements</a> <a href=""https://www.pcgamesn.com/best-pubg-settings"">Best PUBG settings for PC and Steam Deck</a> ",1754510775,
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (07/28~08/03),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1754463659,
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (07/21~07/27),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1753858854,
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (07/14~07/20),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1753254059,
578080,Watch PUBG Nations Cup 2025 with official DROPS!,{STEAM_CLAN_IMAGE}/27971017/d1b176dc04ad203e08a7d1a5541c01c2265299bf.png Read the full announcement here!,1753151688,
578080,Where to watch PUBG Nations Cup 2025!,{STEAM_CLAN_IMAGE}/27971017/92fed0f0cec9d058d7c4d4f7e5c3fb311b4d0d35.png Read the full announcement here!,1753064191,
578080,Participate in PNC 2025 Pick’em Challenge now!,{STEAM_CLAN_IMAGE}/27971017/a38ff707210e13c163079c7f88b8e3d4f2cfc825.png Read the full announcement here!,1752660327,
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (07/07~07/13),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1752649254,
578080,Battleline Check-in,"Log in every day to earn exclusive PNC 2025 loot and more! Stack up rewards before the clock runs out!🎯 MissionEnter the lobby daily. (Resets every day at 02:00 UTC.)🎁 Total Obtainable RewardsPNC 2025 Loot Cache Fragment (x50)Nice to Meat You (Spray)Key (x1)Hunter’s Chest (x1)Contraband Coupon (x35)🗓️ Event Schedule (UTC)PC: July 23, 02:00 - August 6, 02:00",1752154776,
578080,Virtual Vibe Check-in,"Log in daily to claim rewards like loot fragments, coupons, and more! Don’t miss out—log in every day and collect them all before the event ends!MissionEnter the lobby daily. (Resets every day at 02:00 UTC.)Total Obtainable Rewardsaespa Loot Cache Fragment (x50)Speaker Box (Spray)Key (x1)Hunter’s Chest (x1)Contraband Coupon (x35)Event Schedule (UTC)PC: July 9, after live server maintenance - July 23, 02:00",1752154226,
578080,The Expendables PGC 2024 Champion Set,{STEAM_CLAN_IMAGE}/27971017/1cdee9df2b964b13e13b0f8599016fc89bae2eee.png Read the full announcement here!,1752051318,
578080,PUBG: BATTLEGROUNDS Weekly Bans Notice (06/30~07/06),{STEAM_CLAN_IMAGE}/27971017/6665b8db8893f3f61b8adffd82c7fa3705dd09be.png Read the full announcement here!,1752044429,
